"TABLE","TABLE_ROWS","COMBI_FIELDS_NAME","FIELD_NAME_1","FIELD_NAME_2","FIELD_VALUE_1","FIELD_VALUE_2","COMBI_ROW_COUNT","COMBI_RATIO_PERCENT"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , M_TO_DATE","M_ID","M_TO_DATE","2033645","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","3049565","3049557","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","3049701","3049692","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","2033649","2033501","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1027566","1027493","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1027557","1027493","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1027072","1026931","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1030764","1030747","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1027223","1027143","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1032219","1032168","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RH_ID","M_ID","RH_ID","1027573","1027493","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","3049565","42259","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","3049701","42258","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1032248","25925","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1869897","28874","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1027136","25528","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1030821","26789","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","2033649","20893","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1869837","28874","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1032241","25925","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , RIG_TIR_ID_SEQ","M_ID","RIG_TIR_ID_SEQ","1869867","28874","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","3049565","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","3049701","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1027136","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1032241","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","257065","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1030764","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1027216","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1711635","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","560189","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_FR_DATE","M_ID","S_FR_DATE","1032248","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","1512658","500004","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","1512633","500004","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","2718762","500009","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","217520","500009","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","3127501","500051","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","217574","500004","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","2701520","500003","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","1728453","500004","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","2701638","500009","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_GRP_ID","M_ID","S_GRP_ID","1925427","500009","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","9617","9619","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","9605","9607","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","1262094","1262096","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","1262133","1262135","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","2026352","2026354","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","1750908","1750911","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","2026275","2026277","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","2026307","2026311","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","2026344","2026346","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_ID","M_ID","S_ID","1750979","1750981","1","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","3049701","999999999","7","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","3049565","999999999","7","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","257076","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027136","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027129","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027120","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1032248","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027207","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027644","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_QTY","M_ID","S_QTY","1027159","999999999","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","3049565","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","3049701","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1027136","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1032219","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1027072","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","843197","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1027509","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1027631","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1711635","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , S_TO_DATE","M_ID","S_TO_DATE","1027544","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","3049565","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","3049701","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1027136","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1032241","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","257065","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1030764","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1027216","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1032248","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","560189","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_FR_DATE","M_ID","TL_FR_DATE","1027631","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","01-JAN-00","110,782","73.92%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","01-JAN-11","481","0.32%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","15-APR-13","01-JAN-00","310","0.21%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","29-JUN-12","225","0.15%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","01-SEP-12","213","0.14%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","04-FEB-13","208","0.14%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","01-OCT-10","194","0.13%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","01-APR-12","188","0.13%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","29-MAR-10","186","0.12%"
"RIGHTS.RIG_MATRIX_LCD","149,869","C_FR_DATE , S_FR_DATE","C_FR_DATE","S_FR_DATE","01-JAN-00","08-OCT-10","180","0.12%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","3049565","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","3049701","01-JAN-00","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1027136","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1869777","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1869957","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","843197","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1027509","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1027072","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","1711635","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , TL_TO_DATE","M_ID","TL_TO_DATE","2033645","01-JAN-00","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","3049701","500017","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","3049565","500017","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","560189","500017","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1869867","500017","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1027566","36","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1027557","36","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1027544","36","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1027216","36","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","2033649","500017","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_GRP_ID","M_ID","T_GRP_ID","1027136","36","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","3049565","3049563","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","3049701","3049699","9","0.01%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1027660","1027615","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1869897","1869880","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1869957","1869940","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1027194","1027178","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1030812","1030783","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","843197","843186","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","257076","257068","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_ID , T_ID","M_ID","T_ID","1869717","1869700","4","0.00%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","01-JAN-00","140,995","94.08%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","30-SEP-16","155","0.10%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","29-FEB-28","101","0.07%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","30-MAR-32","98","0.07%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","16-APR-28","94","0.06%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","31-DEC-29","87","0.06%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","01-JUN-07","85","0.06%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","30-MAR-31","67","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","30-MAR-28","62","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , M_TO_DATE","M_QTY","M_TO_DATE","999999999","31-DEC-30","55","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","2291311","91","0.06%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","341568","90","0.06%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","2711518","72","0.05%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","3640226","70","0.05%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","1371023","66","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","1672608","66","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","3506908","60","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","1415409","57","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","10795","55","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RH_ID","M_QTY","RH_ID","999999999","2351873","54","0.04%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","7615","940","0.63%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","21935","754","0.50%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","41451","597","0.40%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","10824","583","0.39%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","7064","543","0.36%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","20424","531","0.35%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","10592","525","0.35%"
"RIGHTS.RIG_MATRIX_LCD","149,869","M_QTY , RIG_TIR_ID_SEQ","M_QTY","RIG_TIR_ID_SEQ","999999999","22683","492","0.33%"
